danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,explicit,label,row_index,genre_phase
0.757,0.745,4.0,-3.085,1.0,0.038,0.395,0.0,0.308,0.598,119.8,4.0,269643.0,0,0,10137,3
0.657,0.858,9.0,-6.361,0.0,0.0488,0.00662,2.45e-05,0.0597,0.628,92.994,4.0,224533.0,0,0,10138,3
0.757,0.444,1.0,-16.821,1.0,0.25,0.186,9.23e-06,0.0915,0.382,127.008,4.0,234330.0,0,0,10139,3
0.607,0.704,8.0,-6.567,1.0,0.0488,0.101,0.0,0.3,0.897,162.944,4.0,174106.0,0,0,10140,3
0.674,0.566,5.0,-8.551,0.0,0.0802,0.77,0.0,0.181,0.186,95.045,4.0,192000.0,0,1,10141,3
0.737,0.522,6.0,-9.205,0.0,0.0485,0.0772,0.00347,0.152,0.768,86.985,4.0,190560.0,0,0,10142,3
0.579,0.697,1.0,-4.467,0.0,0.238,0.123,0.0,0.165,0.745,171.917,4.0,186976.0,0,0,10143,3
0.814,0.813,2.0,-3.023,0.0,0.0561,0.03,9.33e-05,0.255,0.839,79.997,4.0,232549.0,0,1,10144,3
0.833,0.664,4.0,-5.358,0.0,0.135,0.0537,0.0,0.0637,0.334,90.052,4.0,170987.0,0,0,10145,3
0.53,0.304,7.0,-10.509,1.0,0.0342,0.825,0.0182,0.145,0.301,90.495,3.0,211346.0,0,0,10146,3
0.521,0.682,1.0,-5.642,0.0,0.14,0.162,0.0,0.1,0.208,177.826,4.0,124515.0,0,0,10147,3
0.699,0.491,8.0,-12.77,1.0,0.288,0.0208,0.0,0.286,0.865,86.391,4.0,212293.0,0,0,10148,3
0.865,0.573,5.0,-5.501,1.0,0.0678,0.0863,0.0,0.305,0.563,94.999,4.0,155960.0,0,0,10149,3
0.789,0.899,6.0,-6.363,1.0,0.138,0.125,0.0,0.103,0.847,97.999,4.0,226040.0,0,0,10150,3
0.356,0.917,9.0,-6.005,1.0,0.0487,0.0336,0.0,0.406,0.523,171.172,4.0,357266.0,0,0,10151,3
0.853,0.777,1.0,-4.025,0.0,0.0689,0.0972,0.000501,0.332,0.555,94.023,4.0,239373.0,0,0,10152,3
0.668,0.63,4.0,-6.368,1.0,0.041,0.256,0.0267,0.162,0.904,143.041,4.0,163693.0,0,0,10153,3
0.855,0.478,1.0,-8.698,1.0,0.107,0.0684,0.0,0.111,0.355,135.987,4.0,209117.0,1,1,10154,3
0.789,0.71,4.0,-4.574,0.0,0.353,0.37,0.0,0.155,0.826,95.178,4.0,166773.0,1,0,10155,3
0.705,0.562,8.0,-3.378,0.0,0.0674,0.257,0.0,0.137,0.569,163.893,4.0,167760.0,0,0,10156,3
0.775,0.794,0.0,-4.167,0.0,0.0486,0.162,0.0,0.337,0.84,94.018,4.0,210093.0,0,0,10157,3
0.632,0.232,9.0,-12.326,1.0,0.0318,0.428,4.95e-06,0.215,0.673,119.136,4.0,175493.0,0,1,10158,3
0.627,0.858,11.0,-2.824,0.0,0.386,0.263,0.0,0.21,0.342,92.523,4.0,209160.0,0,1,10159,3
0.554,0.524,9.0,-7.248,0.0,0.0377,0.325,0.0,0.0964,0.253,141.932,4.0,256909.0,0,1,10160,3
0.52,0.545,8.0,-9.368,1.0,0.0768,0.0827,0.0,0.133,0.0856,115.882,4.0,192000.0,0,0,10161,3
0.774,0.808,1.0,-3.492,1.0,0.063,0.0276,0.000553,0.0955,0.714,97.051,4.0,141629.0,0,0,10162,3
0.817,0.72,5.0,-8.134,0.0,0.0809,0.172,0.000726,0.109,0.384,119.989,4.0,180563.0,0,0,10163,3
0.73,0.748,6.0,-4.371,0.0,0.152,0.0936,0.0,0.282,0.694,155.861,4.0,209230.0,0,1,10164,3
0.667,0.62,1.0,-5.647,1.0,0.282,0.308,0.0,0.0488,0.75,85.358,4.0,240065.0,0,0,10165,3
0.774,0.695,4.0,-5.465,0.0,0.387,0.374,0.0,0.0464,0.615,129.588,5.0,205973.0,0,0,10166,3
0.845,0.677,11.0,-4.798,0.0,0.136,0.269,0.000917,0.108,0.68,90.013,4.0,219048.0,0,1,10167,3
0.704,0.925,4.0,-5.918,0.0,0.0609,0.0226,0.0,0.169,0.813,118.699,4.0,230600.0,0,0,10168,3
0.769,0.688,7.0,-4.378,1.0,0.0501,0.00215,0.107,0.088,0.387,130.026,4.0,223384.0,1,0,10169,3
0.69,0.858,0.0,-4.431,1.0,0.0529,0.189,0.0,0.113,0.755,91.884,4.0,195760.0,0,0,10170,3
0.623,0.569,4.0,-9.645,1.0,0.0264,0.587,0.0,0.0929,0.571,134.676,4.0,235200.0,0,0,10171,3
0.649,0.613,1.0,-6.698,1.0,0.0321,0.423,0.000754,0.0872,0.679,121.437,4.0,245640.0,0,0,10172,3
0.612,0.853,5.0,-3.585,0.0,0.0704,0.00522,0.0,0.422,0.566,166.884,4.0,211796.0,0,0,10173,3
0.709,0.56,4.0,-4.867,0.0,0.171,0.034,0.0,0.315,0.541,170.082,4.0,171880.0,1,0,10174,3
0.637,0.715,2.0,-4.971,0.0,0.0455,0.148,0.0,0.0892,0.308,141.872,4.0,210575.0,1,1,10175,3
0.895,0.718,2.0,-4.579,0.0,0.0581,0.246,1.45e-05,0.0892,0.88,100.036,4.0,147143.0,0,0,10176,3
0.71,0.453,0.0,-14.977,1.0,0.861,0.594,0.0,0.265,0.632,176.48,4.0,194208.0,0,0,10177,3
0.792,0.813,0.0,-3.687,1.0,0.0513,0.388,2.29e-05,0.0541,0.868,130.058,4.0,226615.0,0,1,10178,3
0.866,0.559,8.0,-7.387,0.0,0.0409,0.737,0.00711,0.109,0.82,120.016,4.0,192437.0,1,0,10179,3
0.823,0.603,10.0,-6.783,0.0,0.393,0.00212,4.27e-06,0.245,0.225,180.072,4.0,172080.0,1,0,10180,3
0.884,0.694,0.0,-3.241,1.0,0.0716,0.156,0.0188,0.3,0.597,93.025,4.0,188533.0,0,1,10181,3
0.703,0.494,5.0,-7.829,0.0,0.315,0.627,0.0,0.172,0.457,93.609,4.0,210279.0,0,0,10182,3
0.73,0.769,2.0,-4.936,1.0,0.178,0.244,2.06e-05,0.136,0.594,181.988,4.0,198720.0,0,0,10183,3
0.797,0.627,4.0,-7.095,0.0,0.145,0.0143,0.0,0.324,0.526,92.017,4.0,177391.0,0,0,10184,3
0.736,0.704,3.0,-7.409,0.0,0.0615,0.0203,0.0,0.0501,0.894,149.995,4.0,212000.0,1,1,10185,3
0.76,0.554,9.0,-5.52,0.0,0.373,0.39,0.0,0.14,0.385,66.747,5.0,155904.0,0,0,10186,3
0.58,0.748,7.0,-6.393,1.0,0.299,0.274,0.0,0.127,0.939,202.052,4.0,194583.0,1,0,10187,3
0.758,0.8,0.0,-3.245,1.0,0.0383,0.0714,0.0,0.407,0.607,94.043,4.0,257506.0,0,0,10188,3
0.676,0.726,8.0,-4.117,1.0,0.0494,0.663,6.66e-05,0.0621,0.981,148.091,3.0,135293.0,0,0,10189,3
0.484,0.948,1.0,-4.296,0.0,0.451,0.0473,0.0,0.0565,0.686,125.645,5.0,149524.0,0,1,10190,3
0.691,0.602,9.0,-6.807,0.0,0.209,0.123,0.0,0.0637,0.685,151.987,4.0,189480.0,1,1,10191,3
0.809,0.656,4.0,-7.134,1.0,0.246,0.0832,0.0,0.1,0.819,171.924,4.0,248189.0,0,0,10192,3
0.623,0.638,2.0,-6.315,0.0,0.0592,0.322,0.0,0.321,0.659,84.019,4.0,198119.0,0,0,10193,3
0.569,0.91,1.0,-5.477,0.0,0.0912,0.132,0.0,0.332,0.694,180.048,4.0,205194.0,0,0,10194,3
0.73,0.877,7.0,-3.036,1.0,0.0968,0.00177,0.0036,0.0774,0.562,196.021,4.0,178780.0,0,0,10195,3
0.778,0.651,9.0,-5.421,0.0,0.266,0.167,0.0,0.177,0.569,100.094,4.0,159665.0,0,1,10196,3
0.741,0.787,5.0,-6.228,1.0,0.0525,0.217,0.0179,0.0835,0.771,91.993,4.0,255680.0,0,0,10197,3
0.657,0.436,4.0,-9.036,0.0,0.0306,0.267,0.000258,0.111,0.265,122.0,4.0,171000.0,0,0,10198,3
0.773,0.413,8.0,-5.931,1.0,0.049,0.344,6.57e-05,0.0659,0.88,98.749,4.0,257038.0,0,0,10199,3
0.656,0.925,2.0,-8.13,1.0,0.093,0.00898,0.0101,0.108,0.0793,100.032,4.0,80000.0,0,1,10200,3
0.905,0.563,8.0,-6.135,1.0,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4.0,173947.0,1,0,10201,3
0.431,0.771,8.0,-8.85,0.0,0.0582,0.00934,0.000453,0.481,0.311,142.222,4.0,224813.0,0,0,10202,3
0.822,0.736,1.0,-3.969,1.0,0.15,0.157,0.000781,0.0748,0.679,175.93,4.0,181106.0,1,0,10203,3
0.795,0.565,3.0,-4.457,0.0,0.0948,0.131,0.0,0.0802,0.55,87.925,4.0,172342.0,0,0,10204,3
0.715,0.706,11.0,-4.423,1.0,0.195,0.496,0.00134,0.106,0.522,179.997,4.0,189840.0,0,0,10205,3
0.795,0.565,3.0,-4.457,0.0,0.0948,0.131,0.0,0.0802,0.55,87.925,4.0,172342.0,0,0,10206,3
0.807,0.714,8.0,-5.272,1.0,0.0502,0.512,0.0,0.0638,0.966,108.834,4.0,185133.0,1,0,10207,3
0.9,0.795,0.0,-5.056,1.0,0.073,0.107,0.00631,0.131,0.745,101.978,4.0,131039.0,1,0,10208,3
0.84,0.842,5.0,-2.641,0.0,0.231,0.2,6.95e-05,0.138,0.875,125.104,4.0,236012.0,0,0,10209,3
0.698,0.828,10.0,-5.92,0.0,0.241,0.0868,0.0,0.212,0.86,160.169,4.0,144000.0,0,0,10210,3
0.455,0.788,9.0,-6.855,1.0,0.0832,0.0641,0.0,0.0499,0.71,127.165,4.0,243226.0,0,0,10211,3
0.65,0.783,7.0,-6.197,0.0,0.0377,0.22,3.71e-06,0.182,0.302,109.959,4.0,204866.0,0,1,10212,3
0.415,0.877,1.0,-5.395,0.0,0.0305,0.221,0.0,0.97,0.571,96.804,4.0,227480.0,0,0,10213,3
0.659,0.736,10.0,-6.842,0.0,0.242,0.101,0.0,0.146,0.555,89.267,4.0,183506.0,0,0,10214,3
0.594,0.958,10.0,-5.51,0.0,0.058,0.107,0.00306,0.921,0.548,102.308,4.0,237725.0,0,0,10215,3
0.689,0.675,0.0,-4.281,1.0,0.32,0.531,3.17e-06,0.115,0.604,180.077,4.0,205600.0,0,0,10216,3
0.689,0.856,5.0,-3.394,0.0,0.0813,0.0493,0.0,0.232,0.706,126.108,4.0,161880.0,0,0,10217,3
0.619,0.743,0.0,-8.492,1.0,0.29,0.0251,2.82e-06,0.116,0.669,161.507,5.0,250826.0,0,0,10218,3
0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4.0,175720.0,1,1,10219,3
0.821,0.588,11.0,-9.26,0.0,0.0477,0.0177,0.0434,0.0361,0.933,117.637,4.0,381440.0,0,0,10220,3
0.83,0.739,7.0,-5.395,0.0,0.0627,0.136,2.11e-06,0.162,0.631,97.993,4.0,240413.0,1,0,10221,3
0.582,0.813,0.0,-4.558,1.0,0.0295,0.0819,0.00119,0.902,0.345,109.934,4.0,267120.0,0,0,10222,3
0.758,0.795,8.0,-6.685,1.0,0.0337,0.438,0.00195,0.109,0.63,109.981,4.0,211636.0,0,0,10223,3
0.821,0.481,3.0,-6.777,1.0,0.0317,0.383,0.00136,0.0783,0.96,112.057,4.0,233280.0,0,0,10224,3
0.647,0.6,8.0,-6.078,1.0,0.0357,0.711,0.0,0.261,0.969,99.092,3.0,215413.0,0,0,10225,3
0.69,0.79,9.0,-7.574,0.0,0.0402,0.0286,7.98e-05,0.11,0.532,103.965,4.0,234000.0,0,0,10226,3
0.656,0.618,5.0,-8.776,1.0,0.0493,0.392,2.92e-06,0.101,0.953,96.041,4.0,145449.0,0,0,10227,3
0.56,0.846,0.0,-6.816,1.0,0.0412,0.000647,0.0,0.0769,0.477,129.985,4.0,232066.0,0,0,10228,3
0.765,0.652,11.0,-5.358,1.0,0.136,0.263,0.0,0.108,0.57,94.957,4.0,161944.0,1,0,10229,3
0.54,0.889,4.0,-5.472,1.0,0.0382,0.0486,0.0,0.0802,0.82,147.518,4.0,219666.0,0,0,10230,3
0.821,0.666,10.0,-7.129,0.0,0.135,0.222,0.0,0.14,0.582,123.815,4.0,174160.0,0,0,10231,3
0.852,0.797,0.0,-6.543,1.0,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,4.0,192600.0,0,1,10232,3
0.55,0.906,9.0,-6.611,1.0,0.038,0.00417,1.77e-05,0.439,0.664,109.536,4.0,234506.0,0,0,10233,3
0.685,0.731,5.0,-6.121,1.0,0.033,0.00217,0.0,0.372,0.171,128.968,4.0,158573.0,0,0,10234,3
0.671,0.646,7.0,-7.513,0.0,0.195,0.272,0.0,0.405,0.355,142.0,4.0,217541.0,1,0,10235,3
0.889,0.749,3.0,-5.069,0.0,0.16,0.149,0.0,0.0819,0.52,99.996,4.0,174603.0,1,0,10236,3
0.576,0.399,11.0,-12.865,1.0,0.0354,0.584,1.26e-05,0.136,0.405,91.997,4.0,204800.0,0,0,10237,3
0.898,0.677,11.0,-6.422,0.0,0.243,0.0223,0.0,0.35,0.578,130.027,4.0,154493.0,1,1,10238,3
0.74,0.648,10.0,-5.171,0.0,0.0374,0.659,0.0,0.11,0.4,122.03,4.0,215409.0,1,1,10239,3
0.757,0.819,9.0,-4.782,1.0,0.235,0.105,0.0,0.0608,0.818,189.978,4.0,147879.0,1,0,10240,3
0.463,0.798,2.0,-3.937,1.0,0.128,0.0415,0.0,0.265,0.731,179.879,4.0,180733.0,1,0,10241,3
0.704,0.691,6.0,-5.414,1.0,0.158,0.255,0.0,0.129,0.427,143.982,4.0,270493.0,0,0,10242,3
0.567,0.72,5.0,-5.428,0.0,0.229,0.0456,3.04e-06,0.167,0.436,188.128,4.0,185341.0,1,0,10243,3
0.869,0.794,8.0,-6.069,1.0,0.156,0.199,0.0,0.0772,0.643,89.996,4.0,152375.0,0,0,10244,3
0.647,0.876,10.0,-5.662,1.0,0.185,0.881,3.59e-05,0.26,0.949,151.925,4.0,162897.0,0,0,10245,3
0.799,0.818,6.0,-4.628,1.0,0.0801,0.113,0.00315,0.0942,0.951,175.998,4.0,236493.0,0,0,10246,3
0.506,0.588,6.0,-4.061,0.0,0.161,0.33,0.0,0.0915,0.467,86.529,4.0,154282.0,1,0,10247,3
0.956,0.519,11.0,-7.832,1.0,0.167,0.0712,0.0,0.106,0.529,132.058,4.0,152991.0,1,0,10248,3
0.802,0.589,9.0,-5.129,1.0,0.069,0.123,0.0,0.0721,0.778,80.929,4.0,211466.0,0,0,10249,3
0.835,0.718,7.0,-5.62,0.0,0.0694,0.226,1.99e-06,0.108,0.427,92.028,4.0,147133.0,1,0,10250,3
0.731,0.255,3.0,-11.732,1.0,0.0375,0.485,0.0,0.09,0.564,135.346,4.0,128466.0,0,0,10251,3
0.758,0.81,0.0,-4.496,1.0,0.288,0.215,1.54e-05,0.157,0.347,91.995,4.0,191637.0,1,0,10252,3
0.631,0.818,9.0,-3.922,1.0,0.0338,0.11,0.0,0.091,0.551,108.065,4.0,273396.0,0,1,10253,3
0.723,0.456,4.0,-7.679,0.0,0.0359,0.137,2.95e-05,0.081,0.0383,101.139,4.0,229510.0,0,1,10254,3
0.759,0.609,9.0,-8.625,1.0,0.316,0.539,0.0,0.0743,0.64,103.867,4.0,216946.0,1,0,10255,3
0.652,0.844,8.0,-6.806,0.0,0.0656,0.193,0.0,0.234,0.714,92.006,4.0,235838.0,0,0,10256,3
0.818,0.558,7.0,-8.568,1.0,0.122,0.00423,1.51e-05,0.313,0.848,161.99,4.0,204519.0,0,0,10257,3
0.524,0.0856,9.0,-17.766,1.0,0.0999,0.739,0.0,0.0919,0.316,93.672,4.0,169371.0,0,0,10258,3
0.647,0.876,10.0,-5.662,1.0,0.185,0.881,3.59e-05,0.26,0.949,151.925,4.0,162897.0,0,0,10259,3
0.863,0.666,1.0,-4.158,0.0,0.152,0.212,0.000493,0.103,0.838,163.908,4.0,178946.0,1,0,10260,3
0.684,0.247,5.0,-13.71,1.0,0.0281,0.872,0.000166,0.113,0.768,106.522,3.0,116626.0,0,1,10261,3
0.761,0.532,0.0,-10.179,0.0,0.0735,0.739,2.33e-06,0.306,0.932,80.004,4.0,203720.0,0,0,10262,3
0.777,0.714,11.0,-4.296,1.0,0.0532,0.16,0.0,0.115,0.59,90.987,4.0,236586.0,0,0,10263,3
0.772,0.803,1.0,-3.035,1.0,0.0468,0.187,0.0,0.434,0.853,94.98,4.0,242160.0,0,0,10264,3
0.744,0.871,8.0,-5.123,1.0,0.0499,0.145,0.000498,0.0752,0.902,172.03,4.0,195400.0,0,0,10265,3
0.861,0.814,6.0,-5.991,1.0,0.0625,0.247,0.0,0.0801,0.766,125.067,4.0,225226.0,0,0,10266,3
0.69,0.48,10.0,-7.503,1.0,0.0816,0.369,0.0,0.0649,0.286,80.025,4.0,229525.0,0,0,10267,3
0.88,0.575,6.0,-6.091,1.0,0.163,0.415,0.0,0.109,0.671,120.031,4.0,232048.0,1,1,10268,3
0.739,0.555,1.0,-6.896,1.0,0.342,0.419,0.0,0.122,0.597,77.175,4.0,175133.0,0,0,10269,3
0.629,0.56,0.0,-11.455,0.0,0.0523,0.595,0.0,0.182,0.88,118.895,3.0,136306.0,0,0,10270,3
0.627,0.675,5.0,-7.125,0.0,0.212,0.125,0.0,0.0784,0.961,79.31,4.0,277106.0,0,0,10271,3
0.847,0.527,4.0,-9.359,1.0,0.0465,0.0854,0.000303,0.153,0.746,104.052,4.0,168461.0,0,0,10272,3
0.86,0.541,1.0,-6.51,0.0,0.0325,0.165,0.163,0.0663,0.952,114.984,4.0,177391.0,0,1,10273,3
0.753,0.831,1.0,-4.702,0.0,0.247,0.148,2.32e-05,0.0902,0.684,180.054,4.0,291453.0,0,0,10274,3
0.707,0.866,6.0,-3.612,0.0,0.0354,0.251,2.5e-06,0.263,0.768,108.053,4.0,145860.0,0,0,10275,3
0.83,0.739,7.0,-5.395,0.0,0.0627,0.136,2.11e-06,0.162,0.631,97.993,4.0,240413.0,1,0,10276,3
0.639,0.347,5.0,-13.023,1.0,0.0238,0.075,0.0107,0.115,0.126,89.998,4.0,301533.0,0,0,10277,3
0.83,0.739,7.0,-5.395,0.0,0.0627,0.136,2.11e-06,0.162,0.631,97.993,4.0,240413.0,1,0,10278,3
0.83,0.739,7.0,-5.395,0.0,0.0627,0.136,2.11e-06,0.162,0.631,97.993,4.0,240413.0,1,0,10279,3
0.388,0.987,10.0,-5.936,1.0,0.107,0.032,0.0578,0.977,0.405,162.988,4.0,193733.0,0,0,10280,3
0.691,0.894,9.0,-1.681,0.0,0.115,0.291,0.0,0.104,0.623,184.018,4.0,241880.0,0,0,10281,3
0.721,0.867,6.0,-5.429,0.0,0.225,0.0885,0.000119,0.0372,0.87,170.091,4.0,228323.0,0,1,10282,3
0.627,0.858,11.0,-2.824,0.0,0.386,0.263,0.0,0.21,0.342,92.523,4.0,209160.0,0,0,10283,3
0.829,0.799,9.0,-5.389,1.0,0.0897,0.0151,0.000543,0.242,0.471,97.013,4.0,227628.0,0,1,10284,3
0.795,0.783,5.0,-4.271,1.0,0.0432,0.361,0.0,0.437,0.799,92.01,4.0,266086.0,0,1,10285,3
0.424,0.056,4.0,-20.06,0.0,0.0517,0.898,0.000105,0.11,0.17,104.472,1.0,314026.0,0,0,10286,3
0.832,0.477,0.0,-6.949,1.0,0.0481,0.00725,6.47e-05,0.205,0.844,101.997,4.0,181764.0,0,1,10287,3
0.714,0.671,5.0,-5.119,1.0,0.362,0.292,0.0,0.325,0.641,169.727,4.0,229826.0,0,0,10288,3
0.644,0.525,10.0,-2.972,1.0,0.0321,0.403,0.0,0.0545,0.885,138.849,3.0,168293.0,0,0,10289,3
0.822,0.736,1.0,-3.969,1.0,0.15,0.157,0.000781,0.0748,0.679,175.93,4.0,181106.0,1,0,10290,3
0.647,0.876,10.0,-5.662,1.0,0.185,0.881,3.59e-05,0.26,0.949,151.925,4.0,162897.0,0,0,10291,3
0.706,0.627,4.0,-2.94,0.0,0.202,0.193,0.0,0.126,0.38,158.041,4.0,197610.0,1,0,10292,3
0.904,0.601,2.0,-5.561,1.0,0.198,0.0305,0.0,0.615,0.761,87.037,4.0,118466.0,1,0,10293,3
0.729,0.737,2.0,-3.727,0.0,0.064,0.275,7.58e-06,0.137,0.369,91.99,4.0,193013.0,0,0,10294,3
0.869,0.802,9.0,-3.37,0.0,0.504,0.0978,0.0,0.0998,0.346,140.89,4.0,193970.0,1,0,10295,3
0.844,0.781,8.0,-5.856,0.0,0.188,0.122,0.000154,0.0925,0.734,100.01,4.0,208400.0,0,0,10296,3
0.615,0.907,7.0,-9.234,1.0,0.042,0.0194,5.59e-05,0.279,0.8,168.459,4.0,158933.0,0,0,10297,3
0.759,0.843,8.0,-3.718,1.0,0.0913,0.127,0.0,0.114,0.56,105.016,4.0,263666.0,0,0,10298,3
0.685,0.755,11.0,-6.045,0.0,0.0476,0.102,0.194,0.159,0.422,158.932,4.0,149433.0,0,1,10299,3
0.779,0.675,11.0,-4.976,1.0,0.0485,0.138,0.0,0.105,0.63,91.006,4.0,230280.0,0,0,10300,3
0.736,0.719,8.0,-3.839,1.0,0.0357,0.256,0.0,0.0909,0.656,90.013,4.0,206666.0,0,0,10301,3
0.821,0.864,7.0,-5.705,1.0,0.0852,0.613,1.97e-05,0.123,0.776,98.02,4.0,304066.0,0,0,10302,3
0.706,0.695,0.0,-7.103,0.0,0.0541,0.461,0.0,0.306,0.489,141.974,4.0,219758.0,1,0,10303,3
0.856,0.721,7.0,-4.928,1.0,0.108,0.132,0.00471,0.182,0.642,94.991,4.0,189506.0,1,0,10304,3
0.477,0.82,2.0,-3.016,1.0,0.362,0.417,0.0,0.631,0.548,69.695,5.0,212035.0,1,0,10305,3
0.567,0.676,6.0,-6.558,0.0,0.357,0.321,0.0,0.285,0.105,122.717,5.0,188964.0,0,0,10306,3
0.592,0.673,2.0,-9.496,1.0,0.0295,0.589,0.000339,0.0983,0.842,153.176,4.0,188383.0,0,0,10307,3
0.783,0.84,1.0,-3.416,1.0,0.051,0.174,0.0,0.412,0.838,95.002,4.0,200480.0,0,0,10308,3
0.72,0.711,1.0,-6.926,0.0,0.0457,0.309,0.0,0.492,0.713,148.223,4.0,174508.0,0,1,10309,3
0.688,0.541,1.0,-10.899,1.0,0.217,0.178,0.127,0.252,0.731,102.736,4.0,90500.0,0,0,10310,3
0.817,0.883,2.0,-6.634,1.0,0.066,0.0284,1.9e-06,0.118,0.15,121.067,4.0,166346.0,0,0,10311,3
0.683,0.87,6.0,-5.666,0.0,0.109,0.0862,0.0,0.55,0.636,90.004,4.0,294468.0,0,0,10312,3
0.646,0.476,0.0,-9.249,1.0,0.409,0.572,0.0,0.229,0.703,87.876,4.0,185454.0,0,0,10313,3
0.71,0.522,11.0,-9.102,1.0,0.36,0.615,0.0,0.11,0.37,96.448,4.0,309327.0,1,0,10314,3
0.817,0.512,8.0,-6.943,1.0,0.0984,0.037,0.0,0.216,0.17,130.04,4.0,166039.0,1,0,10315,3
0.437,0.592,0.0,-9.726,1.0,0.299,0.181,6.45e-06,0.331,0.632,75.493,3.0,124000.0,1,0,10316,3
0.613,0.583,11.0,-6.068,0.0,0.113,0.143,0.0,0.114,0.565,183.982,4.0,242772.0,0,1,10317,3
0.377,0.531,7.0,-6.229,1.0,0.0305,0.493,0.0,0.125,0.443,89.075,4.0,561133.0,0,0,10318,3
0.555,0.674,7.0,-7.81,1.0,0.132,0.334,1.28e-06,0.0586,0.854,158.829,5.0,207474.0,1,1,10319,3
0.807,0.628,8.0,-8.988,1.0,0.204,0.0146,0.0,0.0598,0.718,104.978,4.0,153077.0,0,1,10320,3
0.822,0.689,9.0,-6.364,0.0,0.0408,0.195,0.0036,0.271,0.76,95.382,4.0,248506.0,0,0,10321,3
0.705,0.874,0.0,-2.514,0.0,0.0723,0.17,0.0,0.0669,0.788,128.02,4.0,185480.0,0,0,10322,3
0.853,0.643,11.0,-6.763,0.0,0.364,0.251,0.0,0.41,0.549,80.913,4.0,247746.0,1,0,10323,3
0.7,0.357,1.0,-14.866,0.0,0.142,0.536,0.0,0.0699,0.129,123.946,4.0,190766.0,0,0,10324,3
0.746,0.522,10.0,-6.807,0.0,0.248,0.0306,0.0,0.2,0.361,140.051,4.0,213132.0,1,0,10325,3
0.747,0.86,6.0,-4.071,0.0,0.279,0.301,0.0383,0.0743,0.625,90.445,4.0,194500.0,0,1,10326,3
0.763,0.53,8.0,-6.348,1.0,0.132,0.368,3.41e-06,0.154,0.296,119.998,4.0,292466.0,0,0,10327,3
0.873,0.658,4.0,-8.031,0.0,0.108,0.00858,0.0061,0.0999,0.483,104.033,4.0,189800.0,0,0,10328,3
0.617,0.696,10.0,-6.45,0.0,0.314,0.471,0.0,0.118,0.841,66.436,5.0,211470.0,0,0,10329,3
0.71,0.514,9.0,-8.885,0.0,0.0278,0.58,0.000159,0.0953,0.517,86.02,4.0,269840.0,0,0,10330,3
0.48,0.649,10.0,-7.306,1.0,0.266,0.08,0.0,0.0786,0.35,81.08,4.0,184617.0,1,0,10331,3
0.834,0.442,5.0,-7.749,1.0,0.133,0.563,0.0,0.0714,0.722,113.478,5.0,237176.0,0,0,10332,3
0.756,0.559,1.0,-9.614,0.0,0.0483,0.153,3.53e-06,0.0592,0.446,149.943,4.0,265186.0,0,0,10333,3
0.817,0.8,2.0,-4.475,1.0,0.108,0.12,3.9e-05,0.187,0.534,90.016,4.0,154666.0,0,1,10334,3
0.759,0.843,8.0,-3.718,1.0,0.0913,0.127,0.0,0.114,0.56,105.016,4.0,263666.0,0,0,10335,3
0.759,0.843,8.0,-3.718,1.0,0.0913,0.127,0.0,0.114,0.56,105.016,4.0,263666.0,0,0,10336,3
0.716,0.83,10.0,-5.342,1.0,0.0361,0.0586,0.0,0.357,0.945,128.024,4.0,193586.0,0,0,10337,3
0.609,0.584,9.0,-9.734,1.0,0.0353,0.725,0.0,0.0854,0.954,127.306,4.0,176933.0,0,1,10338,3
0.904,0.601,2.0,-5.561,1.0,0.198,0.0305,0.0,0.615,0.761,87.037,4.0,118466.0,1,0,10339,3
0.62,0.813,1.0,-4.833,1.0,0.161,0.449,1.48e-06,0.21,0.37,139.587,4.0,466285.0,1,0,10340,3
0.795,0.565,3.0,-4.457,0.0,0.0948,0.131,0.0,0.0802,0.55,87.925,4.0,172342.0,0,0,10341,3
0.862,0.886,10.0,-5.423,0.0,0.123,0.184,1.33e-06,0.0565,0.896,124.031,4.0,216774.0,0,1,10342,3
0.833,0.652,11.0,-6.942,1.0,0.0762,0.00161,0.0985,0.106,0.405,158.022,4.0,135053.0,1,0,10343,3
0.948,0.673,9.0,-4.439,1.0,0.182,0.0555,0.000572,0.0739,0.785,119.974,4.0,208773.0,0,0,10344,3
0.816,0.781,1.0,-4.237,0.0,0.0425,0.692,0.00928,0.0835,0.937,99.95,4.0,185898.0,0,1,10345,3
0.75,0.665,8.0,-3.083,1.0,0.124,0.265,0.0,0.0515,0.697,95.239,4.0,219357.0,0,1,10346,3
0.87,0.479,9.0,-7.779,1.0,0.165,0.161,0.000157,0.209,0.717,104.059,4.0,159123.0,0,0,10347,3
0.273,0.466,8.0,-7.513,1.0,0.0397,0.00419,0.000315,0.118,0.493,51.037,4.0,175440.0,0,0,10348,3
0.497,0.917,10.0,-4.996,0.0,0.0843,0.00753,0.000652,0.198,0.645,159.968,4.0,228080.0,0,0,10349,3
0.708,0.788,1.0,-3.745,1.0,0.122,0.119,1.51e-05,0.0543,0.697,178.039,4.0,219853.0,0,0,10350,3
