danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,explicit,label,row_index,genre_phase
0.418,0.394,11.0,-8.341,1.0,0.0332,0.85,0.0,0.917,0.447,119.466,4.0,209773.0,0,0,10769,3
0.678,0.469,1.0,-6.422,0.0,0.0289,0.488,0.0996,0.108,0.207,107.961,4.0,169031.0,0,0,10770,3
0.773,0.422,1.0,-4.572,0.0,0.187,0.00783,0.00693,0.129,0.488,77.502,1.0,136266.0,1,0,10771,3
0.721,0.505,8.0,-8.134,0.0,0.0515,0.118,0.0,0.249,0.62,87.052,4.0,195274.0,0,0,10772,3
0.729,0.786,7.0,-3.87,1.0,0.0683,0.0397,0.00102,0.073,0.503,88.957,4.0,204943.0,1,0,10773,3
0.886,0.672,1.0,-4.394,1.0,0.188,0.0363,8.78e-06,0.101,0.526,91.976,4.0,192024.0,1,1,10774,3
0.569,0.419,0.0,-9.725,1.0,0.0318,0.831,0.0,0.108,0.45,97.918,4.0,196649.0,0,0,10775,3
0.807,0.606,3.0,-8.871,0.0,0.0872,0.0946,0.0,0.119,0.304,92.988,4.0,227520.0,1,0,10776,3
0.753,0.89,2.0,-5.022,1.0,0.187,0.44,6.82e-06,0.0854,0.283,87.015,4.0,268442.0,0,0,10777,3
0.931,0.868,11.0,-6.307,1.0,0.172,0.303,0.0,0.0507,0.965,95.96,4.0,221250.0,1,0,10778,3
0.838,0.602,6.0,-8.279,0.0,0.173,0.0311,6.43e-05,0.0887,0.793,118.022,4.0,203389.0,0,0,10779,3
0.876,0.479,4.0,-6.687,0.0,0.44,0.703,0.0,0.102,0.776,133.858,4.0,115200.0,1,1,10780,3
0.594,0.568,0.0,-7.268,1.0,0.0701,0.147,4.01e-05,0.339,0.407,132.348,5.0,197933.0,1,0,10781,3
0.689,0.901,7.0,-1.431,1.0,0.0678,0.145,1.03e-05,0.459,0.651,125.115,4.0,180484.0,0,0,10782,3
0.868,0.411,5.0,-10.347,0.0,0.535,0.7,0.0,0.311,0.349,109.688,4.0,139258.0,1,0,10783,3
0.776,0.969,8.0,-0.079,0.0,0.105,0.0149,0.000153,0.352,0.802,94.018,4.0,184609.0,0,1,10784,3
0.719,0.861,6.0,-4.042,0.0,0.0369,0.0881,0.00109,0.126,0.814,120.035,4.0,168500.0,0,0,10785,3
0.832,0.608,6.0,-6.042,0.0,0.0385,0.282,0.0,0.0761,0.589,94.013,4.0,198706.0,0,1,10786,3
0.793,0.737,6.0,-4.731,0.0,0.0785,0.0765,0.0,0.0747,0.697,167.969,4.0,333800.0,1,0,10787,3
0.841,0.601,0.0,-7.295,1.0,0.223,0.197,3.35e-06,0.11,0.362,97.912,4.0,304920.0,1,0,10788,3
0.701,0.607,0.0,-6.723,0.0,0.264,0.04,0.0,0.353,0.544,91.747,4.0,249782.0,0,1,10789,3
0.836,0.743,10.0,-6.305,0.0,0.0656,0.0995,0.0,0.335,0.722,108.966,4.0,191822.0,1,0,10790,3
0.676,0.739,4.0,-5.319,0.0,0.159,0.137,0.0,0.233,0.755,146.056,4.0,175890.0,0,1,10791,3
0.757,0.716,2.0,-6.86,0.0,0.0481,0.41,0.00293,0.328,0.658,90.044,4.0,247379.0,0,0,10792,3
0.641,0.857,1.0,-5.725,0.0,0.301,0.013,0.00534,0.0695,0.961,122.728,5.0,157733.0,0,1,10793,3
0.685,0.909,3.0,-4.034,0.0,0.0396,0.0471,0.0,0.35,0.922,95.004,4.0,248768.0,0,0,10794,3
0.714,0.817,6.0,-7.524,1.0,0.188,0.0435,0.0,0.122,0.637,96.021,4.0,283040.0,0,0,10795,3
0.714,0.924,7.0,-4.227,1.0,0.0639,0.00722,0.000324,0.0368,0.592,129.035,4.0,250115.0,0,0,10796,3
0.488,0.572,9.0,-7.29,0.0,0.0901,0.138,0.000235,0.27,0.415,132.45,5.0,197933.0,0,0,10797,3
0.825,0.669,10.0,-4.512,1.0,0.117,0.0784,0.0,0.0818,0.97,151.894,4.0,224240.0,0,0,10798,3
0.789,0.527,10.0,-4.931,1.0,0.0335,0.297,6.37e-05,0.065,0.966,131.041,4.0,228778.0,0,0,10799,3
0.75,0.814,5.0,-3.623,0.0,0.0889,0.0829,0.0,0.31,0.937,91.015,4.0,193010.0,1,0,10800,3
0.474,0.325,4.0,-6.427,0.0,0.0515,0.841,0.0,0.696,0.381,112.241,4.0,203574.0,0,0,10801,3
0.617,0.649,5.0,-3.796,0.0,0.0428,0.422,1.3e-06,0.244,0.487,85.018,4.0,159529.0,0,1,10802,3
0.868,0.635,10.0,-6.352,0.0,0.227,0.164,0.0,0.0898,0.621,90.019,4.0,205500.0,0,1,10803,3
0.774,0.73,0.0,-3.865,1.0,0.134,0.108,0.0,0.194,0.421,91.966,4.0,212304.0,0,1,10804,3
0.824,0.733,1.0,-5.474,1.0,0.0614,0.0362,0.0,0.325,0.395,97.971,4.0,284386.0,1,0,10805,3
0.374,0.334,7.0,-10.399,1.0,0.105,0.78,0.0,0.675,0.333,75.696,4.0,186083.0,0,0,10806,3
0.371,0.961,9.0,-6.765,0.0,0.0931,1.52e-05,0.0548,0.0916,0.159,115.336,4.0,198226.0,0,0,10807,3
0.684,0.762,0.0,-5.147,1.0,0.0564,0.419,0.0,0.0759,0.905,172.015,4.0,245360.0,0,0,10808,3
0.773,0.422,1.0,-4.572,0.0,0.187,0.00783,0.00693,0.129,0.488,77.502,1.0,136266.0,1,0,10809,3
0.718,0.859,6.0,-4.431,0.0,0.0774,0.174,0.0,0.369,0.962,169.011,4.0,260920.0,0,0,10810,3
0.752,0.518,0.0,-8.798,0.0,0.207,0.0422,0.0,0.196,0.548,85.058,4.0,237176.0,0,0,10811,3
0.783,0.84,1.0,-3.416,1.0,0.051,0.174,0.0,0.412,0.838,95.002,4.0,200480.0,0,0,10812,3
0.647,0.876,10.0,-5.662,1.0,0.185,0.881,3.59e-05,0.26,0.949,151.925,4.0,162897.0,0,0,10813,3
0.42,0.542,7.0,-13.097,1.0,0.036,0.02,0.0471,0.185,0.72,129.726,5.0,223933.0,0,0,10814,3
0.468,0.742,4.0,-8.229,0.0,0.0844,0.333,1.39e-05,0.0825,0.372,147.014,3.0,197984.0,0,0,10815,3
0.795,0.565,3.0,-4.457,0.0,0.0948,0.131,0.0,0.0802,0.55,87.925,4.0,172342.0,0,0,10816,3
0.73,0.799,7.0,-5.36,0.0,0.0695,0.000704,1.98e-06,0.177,0.613,121.291,4.0,240140.0,0,0,10817,3
0.791,0.907,0.0,-2.223,1.0,0.0884,0.0132,0.211,0.245,0.828,164.107,4.0,182506.0,0,0,10818,3
0.647,0.876,10.0,-5.662,1.0,0.185,0.881,3.59e-05,0.26,0.949,151.925,4.0,162897.0,0,0,10819,3
0.565,0.659,4.0,-8.13,0.0,0.412,0.334,0.0,0.141,0.35,89.169,4.0,186958.0,0,0,10820,3
0.762,0.587,9.0,-2.862,0.0,0.0751,0.62,0.00252,0.0844,0.772,101.964,4.0,233012.0,0,0,10821,3
0.67,0.652,5.0,-7.765,0.0,0.191,0.112,0.0,0.383,0.861,87.961,4.0,180870.0,0,0,10822,3
0.581,0.429,1.0,-10.007,1.0,0.0326,0.18,0.00106,0.128,0.504,123.802,4.0,205573.0,0,0,10823,3
0.716,0.29,8.0,-6.378,1.0,0.128,0.692,0.0189,0.106,0.423,185.908,4.0,207981.0,0,0,10824,3
0.795,0.565,3.0,-4.457,0.0,0.0948,0.131,0.0,0.0802,0.55,87.925,4.0,172342.0,0,0,10825,3
0.637,0.807,2.0,-5.193,0.0,0.0411,0.133,3.89e-06,0.249,0.774,156.954,4.0,175497.0,0,0,10826,3
0.825,0.414,2.0,-6.634,1.0,0.144,0.00265,0.0,0.357,0.106,72.993,4.0,200547.0,1,0,10827,3
0.744,0.731,8.0,-4.268,0.0,0.036,0.0018,0.000994,0.114,0.332,91.993,4.0,250440.0,0,0,10828,3
0.553,0.484,11.0,-9.757,0.0,0.224,0.146,0.0,0.0915,0.772,130.252,5.0,207157.0,1,0,10829,3
0.638,0.7,8.0,-7.466,1.0,0.12,0.242,0.0,0.761,0.649,74.943,4.0,133653.0,0,0,10830,3
0.784,0.637,0.0,-7.386,0.0,0.147,0.283,0.0,0.153,0.544,143.977,4.0,162066.0,0,0,10831,3
0.812,0.812,5.0,-5.921,0.0,0.115,0.0879,0.0,0.268,0.892,127.017,4.0,272297.0,0,0,10832,3
0.383,0.984,8.0,-3.573,1.0,0.103,0.000246,0.287,0.24,0.304,164.959,4.0,194120.0,0,0,10833,3
0.697,0.653,0.0,-7.284,1.0,0.102,0.166,0.231,0.0911,0.627,99.982,4.0,174545.0,0,1,10834,3
0.617,0.599,1.0,-6.216,0.0,0.0704,0.221,0.0,0.121,0.455,119.931,4.0,209000.0,1,0,10835,3
0.793,0.824,2.0,-3.476,1.0,0.177,0.006,3.29e-06,0.169,0.611,98.019,4.0,199944.0,0,0,10836,3
0.426,0.765,11.0,-4.858,1.0,0.297,0.0273,0.0,0.277,0.59,169.259,4.0,200480.0,0,0,10837,3
0.805,0.878,7.0,-3.826,1.0,0.0864,0.0754,0.00329,0.0656,0.922,124.994,4.0,224800.0,0,0,10838,3
0.83,0.509,4.0,-11.522,0.0,0.129,0.0581,0.0,0.333,0.21,118.006,4.0,182892.0,0,0,10839,3
0.71,0.522,11.0,-9.102,1.0,0.36,0.615,0.0,0.11,0.37,96.448,4.0,309327.0,1,0,10840,3
0.533,0.699,9.0,-6.661,1.0,0.053,0.655,1.49e-06,0.232,0.345,88.009,4.0,182727.0,0,0,10841,3
0.904,0.817,8.0,-3.956,1.0,0.0871,0.0254,0.000141,0.232,0.753,101.988,4.0,217361.0,0,0,10842,3
0.585,0.857,7.0,-4.628,0.0,0.0321,0.044,1.05e-06,0.367,0.755,75.02,4.0,222095.0,0,0,10843,3
0.95,0.891,2.0,-2.653,1.0,0.241,0.0645,1.77e-05,0.309,0.912,133.01,4.0,170977.0,1,1,10844,3
0.705,0.874,0.0,-2.514,0.0,0.0723,0.17,0.0,0.0669,0.788,128.02,4.0,185480.0,0,0,10845,3
0.339,0.455,7.0,-7.308,1.0,0.0287,0.0141,0.0,0.136,0.229,133.741,4.0,213960.0,0,0,10846,3
0.535,0.718,5.0,-5.118,0.0,0.466,0.486,0.0,0.389,0.545,180.232,4.0,183370.0,0,0,10847,3
0.695,0.967,7.0,-1.172,1.0,0.412,0.163,0.0,0.131,0.944,133.414,5.0,176129.0,1,0,10848,3
0.869,0.826,2.0,-4.186,1.0,0.333,0.211,0.0,0.0696,0.503,110.05,4.0,192000.0,1,0,10849,3
0.573,0.367,7.0,-9.494,1.0,0.0321,0.655,3.68e-06,0.0786,0.303,120.592,3.0,191611.0,0,0,10850,3
0.747,0.826,2.0,-4.065,1.0,0.0655,0.158,9.51e-06,0.0556,0.804,95.034,4.0,197526.0,0,0,10851,3
0.632,0.866,1.0,-5.445,0.0,0.0488,0.0556,5.75e-06,0.518,0.835,87.785,4.0,224973.0,0,0,10852,3
0.683,0.586,10.0,-7.856,0.0,0.358,0.619,0.0,0.144,0.725,78.786,4.0,366602.0,0,0,10853,3
0.596,0.473,9.0,-9.381,0.0,0.218,0.0273,0.0,0.203,0.365,157.0,4.0,220138.0,0,0,10854,3
0.806,0.769,6.0,-5.127,0.0,0.111,0.158,2.25e-05,0.0824,0.478,104.981,4.0,228837.0,1,0,10855,3
0.735,0.772,7.0,-3.389,0.0,0.0333,0.379,3.26e-06,0.117,0.565,103.031,4.0,194417.0,0,0,10856,3
0.873,0.658,4.0,-8.031,0.0,0.108,0.00858,0.0061,0.0999,0.483,104.033,4.0,189800.0,0,0,10857,3
0.684,0.79,3.0,-4.871,0.0,0.0735,0.0271,0.000371,0.0854,0.549,95.083,4.0,224727.0,1,1,10858,3
0.817,0.72,5.0,-8.134,0.0,0.0809,0.172,0.000726,0.109,0.384,119.989,4.0,180563.0,0,0,10859,3
0.896,0.678,0.0,-2.546,0.0,0.0815,0.0137,4.1e-05,0.11,0.604,130.024,4.0,205450.0,0,0,10860,3
0.897,0.721,10.0,-3.693,0.0,0.155,0.519,0.0462,0.083,0.961,100.096,4.0,194425.0,1,0,10861,3
0.795,0.565,3.0,-4.457,0.0,0.0948,0.131,0.0,0.0802,0.55,87.925,4.0,172342.0,0,0,10862,3
0.762,0.79,9.0,-3.944,0.0,0.0988,0.109,2.73e-06,0.172,0.748,129.988,4.0,223360.0,0,0,10863,3
0.605,0.363,8.0,-8.812,1.0,0.248,0.27,2.1e-05,0.13,0.248,110.006,4.0,183300.0,1,0,10864,3
0.608,0.553,10.0,-3.493,1.0,0.0271,0.393,0.0,0.153,0.541,143.993,3.0,203337.0,0,0,10865,3
0.852,0.666,9.0,-6.065,1.0,0.107,0.0158,2.59e-05,0.0588,0.648,103.007,4.0,152692.0,1,1,10866,3
0.779,0.331,1.0,-10.115,1.0,0.0794,0.411,0.00577,0.11,0.182,96.012,4.0,159942.0,0,1,10867,3
0.646,0.282,7.0,-9.948,1.0,0.0403,0.911,2.2e-06,0.102,0.472,103.907,4.0,272266.0,0,0,10868,3
0.749,0.602,5.0,-5.097,1.0,0.0798,0.0313,0.000543,0.0337,0.965,120.022,4.0,235875.0,0,0,10869,3
0.734,0.846,9.0,-3.425,0.0,0.0489,0.166,1.74e-06,0.235,0.604,98.026,4.0,209883.0,1,1,10870,3
0.658,0.539,3.0,-7.043,1.0,0.0433,0.857,1.45e-06,0.0999,0.461,80.088,4.0,235297.0,0,1,10871,3
0.789,0.736,2.0,-6.279,0.0,0.0896,0.136,0.0,0.681,0.782,81.014,4.0,249253.0,0,0,10872,3
0.703,0.844,11.0,-1.981,0.0,0.0811,0.0346,0.0,0.145,0.645,184.029,4.0,239146.0,0,0,10873,3
0.772,0.803,1.0,-3.035,1.0,0.0468,0.187,0.0,0.434,0.853,94.98,4.0,242160.0,0,0,10874,3
0.506,0.793,5.0,-7.115,1.0,0.154,0.498,3.16e-05,0.947,0.429,98.582,4.0,263894.0,0,0,10875,3
0.521,0.731,7.0,-6.115,1.0,0.36,0.464,0.0,0.758,0.728,83.667,4.0,593600.0,0,0,10876,3
0.713,0.747,4.0,-4.492,0.0,0.128,0.117,5.51e-06,0.451,0.711,88.058,4.0,283636.0,0,0,10877,3
0.792,0.703,0.0,-4.343,1.0,0.0368,0.195,0.0,0.072,0.634,105.995,4.0,215483.0,0,1,10878,3
0.761,0.838,4.0,-3.073,0.0,0.0502,0.4,0.0,0.176,0.71,93.974,4.0,222560.0,0,1,10879,3
0.889,0.756,4.0,-4.23,1.0,0.056,0.132,0.0,0.0996,0.918,122.905,4.0,177255.0,0,1,10880,3
0.671,0.789,4.0,-6.467,1.0,0.0936,0.729,1.43e-06,0.451,0.534,97.56,4.0,201322.0,0,0,10881,3
0.713,0.76,0.0,-4.628,0.0,0.0421,0.304,1.79e-05,0.0656,0.668,98.015,4.0,204413.0,0,1,10882,3
0.736,0.569,8.0,-3.559,0.0,0.0779,0.144,5.27e-05,0.112,0.433,171.973,4.0,191506.0,0,1,10883,3
0.765,0.816,1.0,-3.99,1.0,0.0595,0.124,8.19e-05,0.197,0.624,89.005,4.0,212026.0,0,0,10884,3
0.665,0.769,0.0,-6.532,1.0,0.0275,0.0776,6.84e-06,0.0754,0.76,138.001,4.0,181240.0,0,0,10885,3
0.654,0.707,9.0,-5.103,0.0,0.0326,0.263,0.0,0.0736,0.7,126.038,4.0,202213.0,0,0,10886,3
0.822,0.744,9.0,-6.096,1.0,0.094,0.173,7.03e-05,0.0692,0.747,94.04,4.0,206986.0,0,0,10887,3
0.766,0.74,1.0,-10.363,1.0,0.0807,0.0193,0.0784,0.229,0.183,118.008,4.0,296520.0,1,1,10888,3
0.726,0.818,6.0,-6.522,0.0,0.176,0.538,1.01e-06,0.111,0.812,92.033,4.0,195652.0,0,1,10889,3
0.436,0.981,2.0,-5.52,1.0,0.104,0.0217,5.03e-06,0.91,0.489,157.986,4.0,216893.0,0,0,10890,3
0.833,0.652,11.0,-6.942,1.0,0.0762,0.00161,0.0985,0.106,0.405,158.022,4.0,135053.0,1,0,10891,3
0.755,0.767,1.0,-4.446,1.0,0.0535,0.00459,8.28e-06,0.0618,0.321,93.959,4.0,205791.0,0,0,10892,3
0.653,0.595,9.0,-7.336,1.0,0.0255,0.686,0.0,0.867,0.307,111.957,4.0,240866.0,0,0,10893,3
0.765,0.485,5.0,-4.992,1.0,0.0345,0.626,0.000341,0.0396,0.984,111.931,4.0,137053.0,0,0,10894,3
0.671,0.689,9.0,-7.755,1.0,0.0932,0.328,2.95e-06,0.352,0.811,138.306,4.0,168280.0,0,0,10895,3
0.899,0.724,10.0,-5.757,0.0,0.202,0.0155,0.0,0.0453,0.778,133.95,4.0,215600.0,0,0,10896,3
0.825,0.807,6.0,-5.753,1.0,0.095,0.0741,4.79e-06,0.138,0.816,103.053,4.0,218826.0,0,0,10897,3
0.833,0.652,11.0,-6.942,1.0,0.0762,0.00161,0.0985,0.106,0.405,158.022,4.0,135053.0,1,0,10898,3
0.651,0.766,1.0,-4.236,1.0,0.0486,0.00503,0.0462,0.0757,0.192,150.68,5.0,205530.0,0,1,10899,3
0.753,0.656,0.0,-5.863,0.0,0.0759,0.655,0.0,0.099,0.819,91.022,4.0,181373.0,1,0,10900,3
0.647,0.801,1.0,-2.946,0.0,0.249,0.0451,0.0,0.0628,0.517,180.108,4.0,166253.0,0,0,10901,3
0.754,0.674,3.0,-7.212,1.0,0.102,0.623,0.0,0.129,0.517,116.96,4.0,186666.0,1,1,10902,3
0.807,0.606,3.0,-8.871,0.0,0.0872,0.0946,0.0,0.119,0.304,92.988,4.0,227520.0,1,0,10903,3
0.837,0.448,7.0,-9.511,0.0,0.142,0.137,0.0,0.159,0.527,100.09,4.0,155934.0,0,0,10904,3
0.808,0.697,5.0,-8.22,0.0,0.455,0.0106,1.39e-06,0.189,0.51,119.632,5.0,205333.0,1,0,10905,3
0.731,0.573,4.0,-10.059,0.0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,4.0,205090.0,1,1,10906,3
0.647,0.876,10.0,-5.662,1.0,0.185,0.881,3.59e-05,0.26,0.949,151.925,4.0,162897.0,0,0,10907,3
0.409,0.198,9.0,-10.832,1.0,0.0293,0.751,0.000712,0.082,0.14,132.782,4.0,294960.0,0,0,10908,3
0.766,0.688,11.0,-4.02,0.0,0.0711,0.353,0.0,0.0597,0.761,152.048,4.0,221052.0,0,0,10909,3
0.897,0.644,5.0,-6.437,0.0,0.0434,0.449,0.0264,0.139,0.972,109.976,4.0,215066.0,0,0,10910,3
0.648,0.725,11.0,-7.064,0.0,0.266,0.063,0.0,0.111,0.563,100.192,4.0,146400.0,1,0,10911,3
0.629,0.56,0.0,-11.455,0.0,0.0523,0.595,0.0,0.182,0.88,118.895,3.0,136306.0,0,0,10912,3
0.61,0.508,8.0,-6.682,0.0,0.152,0.297,0.0,0.384,0.758,178.818,4.0,137875.0,1,1,10913,3
0.723,0.622,4.0,-5.184,0.0,0.0467,0.189,5.86e-05,0.107,0.538,94.024,4.0,208160.0,0,0,10914,3
0.886,0.708,4.0,-5.915,0.0,0.0911,0.107,0.0114,0.044,0.965,109.976,4.0,317280.0,0,0,10915,3
0.807,0.606,3.0,-8.871,0.0,0.0872,0.0946,0.0,0.119,0.304,92.988,4.0,227520.0,1,0,10916,3
0.904,0.817,8.0,-3.956,1.0,0.0871,0.0254,0.000141,0.232,0.753,101.988,4.0,217361.0,0,0,10917,3
0.647,0.876,10.0,-5.662,1.0,0.185,0.881,3.59e-05,0.26,0.949,151.925,4.0,162897.0,0,0,10918,3
0.623,0.891,7.0,-4.419,0.0,0.065,0.0159,0.0,0.329,0.64,99.986,4.0,218556.0,0,0,10919,3
0.891,0.913,1.0,-4.453,1.0,0.149,0.394,0.000173,0.373,0.772,130.045,4.0,297770.0,0,0,10920,3
0.627,0.675,5.0,-7.125,0.0,0.213,0.125,0.0,0.0784,0.961,79.31,4.0,277106.0,0,1,10921,3
0.588,0.771,8.0,-5.125,0.0,0.0954,0.202,9.12e-06,0.117,0.657,179.968,4.0,233013.0,0,0,10922,3
0.692,0.49,11.0,-6.077,1.0,0.0464,0.466,0.0,0.109,0.255,155.831,4.0,225213.0,0,0,10923,3
0.647,0.801,1.0,-2.946,0.0,0.249,0.0451,0.0,0.0628,0.517,180.108,4.0,166253.0,0,0,10924,3
0.609,0.807,4.0,-0.792,0.0,0.338,0.0261,0.0136,0.33,0.631,159.055,5.0,134009.0,1,0,10925,3
0.817,0.774,5.0,-4.341,0.0,0.153,0.543,1.61e-05,0.394,0.884,140.008,4.0,260013.0,0,0,10926,3
0.626,0.702,7.0,-8.525,1.0,0.0279,0.00274,0.000166,0.214,0.6,139.506,4.0,244800.0,0,0,10927,3
0.647,0.816,0.0,-4.824,0.0,0.0648,0.179,0.0,0.314,0.725,119.826,4.0,168746.0,0,0,10928,3
0.735,0.824,10.0,-4.143,0.0,0.036,0.615,0.0,0.158,0.726,100.202,4.0,211666.0,0,0,10929,3
0.888,0.622,1.0,-3.875,1.0,0.213,0.16,0.0,0.101,0.664,91.977,4.0,266706.0,1,0,10930,3
0.742,0.675,8.0,-6.551,1.0,0.0907,0.139,0.0,0.167,0.679,145.989,4.0,108493.0,0,1,10931,3
0.435,0.658,7.0,-5.949,0.0,0.0368,0.699,0.0,0.125,0.524,77.17,4.0,222500.0,0,1,10932,3
0.889,0.764,2.0,-7.085,1.0,0.165,0.117,0.0,0.081,0.744,103.994,4.0,198475.0,0,0,10933,3
0.773,0.422,1.0,-4.572,0.0,0.187,0.00783,0.00693,0.129,0.488,77.502,1.0,136266.0,1,0,10934,3
0.654,0.631,0.0,-11.237,1.0,0.037,0.237,0.295,0.831,0.611,95.981,4.0,251663.0,0,0,10935,3
0.567,0.308,3.0,-6.901,1.0,0.032,0.699,2.44e-06,0.199,0.635,86.122,4.0,218173.0,0,0,10936,3
0.562,0.309,9.0,-7.816,0.0,0.0252,0.569,2.71e-05,0.101,0.458,102.031,4.0,229933.0,0,0,10937,3
0.947,0.806,11.0,-4.191,0.0,0.296,0.00815,0.0,0.0811,0.634,99.999,4.0,215700.0,1,0,10938,3
0.538,0.391,0.0,-9.031,1.0,0.0256,0.898,0.00558,0.17,0.398,88.562,4.0,202853.0,0,0,10939,3
0.87,0.479,9.0,-7.779,1.0,0.165,0.161,0.000157,0.209,0.717,104.059,4.0,159123.0,0,0,10940,3
0.686,0.736,7.0,-3.414,0.0,0.258,0.286,7.62e-06,0.0995,0.752,200.07,4.0,195939.0,1,0,10941,3
0.613,0.416,6.0,-11.162,0.0,0.523,0.475,0.0,0.0941,0.61,149.457,4.0,208927.0,1,0,10942,3
0.704,0.604,0.0,-5.78,1.0,0.165,0.0379,0.0,0.0488,0.522,148.017,4.0,233266.0,0,0,10943,3
0.793,0.824,2.0,-3.476,1.0,0.177,0.006,3.29e-06,0.169,0.611,98.019,4.0,199944.0,0,1,10944,3
0.687,0.551,5.0,-9.24,1.0,0.206,0.109,0.0,0.0594,0.771,78.976,4.0,197840.0,0,0,10945,3
0.842,0.548,4.0,-5.209,0.0,0.0477,0.437,8.34e-05,0.109,0.811,107.044,4.0,216058.0,0,0,10946,3
0.659,0.816,6.0,-4.524,1.0,0.0274,0.0889,1.05e-05,0.193,0.874,124.932,4.0,200444.0,0,0,10947,3
0.714,0.671,5.0,-5.119,1.0,0.362,0.292,0.0,0.325,0.641,169.727,4.0,229826.0,0,0,10948,3
0.766,0.618,11.0,-8.552,0.0,0.124,0.0187,0.000115,0.181,0.513,95.054,4.0,140463.0,0,1,10949,3
0.584,0.803,1.0,-4.953,1.0,0.273,0.0392,4.71e-05,0.0973,0.339,108.049,4.0,203546.0,0,0,10950,3
0.751,0.649,7.0,-3.425,0.0,0.307,0.00486,2.15e-05,0.114,0.793,197.998,4.0,156328.0,1,0,10951,3
0.694,0.888,11.0,-2.983,1.0,0.0723,0.0353,0.0,0.275,0.691,124.996,4.0,180490.0,0,0,10952,3
0.536,0.438,7.0,-12.894,1.0,0.103,0.119,0.0,0.129,0.127,144.626,4.0,274081.0,0,1,10953,3
0.559,0.49,2.0,-8.06,1.0,0.0247,0.103,0.0,0.099,0.202,142.447,3.0,236760.0,0,1,10954,3
0.665,0.596,9.0,-6.969,0.0,0.0278,0.293,3.67e-05,0.247,0.644,110.055,4.0,264506.0,0,1,10955,3
0.882,0.892,2.0,-5.42,1.0,0.0591,0.232,0.00409,0.0687,0.802,117.994,4.0,286960.0,0,0,10956,3
0.845,0.854,4.0,-5.897,0.0,0.197,0.0376,1.45e-05,0.343,0.636,102.008,4.0,202446.0,1,0,10957,3
0.332,0.429,7.0,-8.376,1.0,0.0287,0.356,3.1e-05,0.0619,0.242,128.091,4.0,220520.0,0,0,10958,3
0.435,0.555,1.0,-8.914,0.0,0.251,0.283,0.00106,0.105,0.497,86.068,4.0,168316.0,1,0,10959,3
0.683,0.498,0.0,-12.177,1.0,0.0387,0.633,0.000849,0.128,0.9,147.837,4.0,242360.0,0,0,10960,3
0.726,0.624,9.0,-7.741,1.0,0.382,0.156,0.0,0.601,0.421,139.594,4.0,195428.0,1,1,10961,3
0.678,0.616,2.0,-6.723,1.0,0.0441,0.752,0.000231,0.047,0.689,105.831,4.0,160853.0,0,0,10962,3
0.634,0.704,11.0,-8.5,0.0,0.17,0.647,7.57e-06,0.975,0.505,114.751,4.0,376613.0,0,0,10963,3
0.607,0.782,1.0,-4.179,1.0,0.0856,0.305,0.0,0.062,0.747,64.935,4.0,189358.0,0,1,10964,3
0.685,0.909,3.0,-4.034,0.0,0.0396,0.0471,0.0,0.35,0.922,95.004,4.0,248768.0,0,0,10965,3
0.772,0.81,0.0,-7.602,1.0,0.0322,0.687,2.42e-06,0.097,0.971,119.883,4.0,147146.0,0,0,10966,3
0.593,0.931,11.0,-4.896,0.0,0.0381,0.00515,0.0115,0.126,0.553,95.004,4.0,241560.0,0,0,10967,3
0.836,0.743,10.0,-6.305,0.0,0.0656,0.0995,0.0,0.335,0.722,108.966,4.0,191822.0,1,0,10968,3
0.854,0.569,5.0,-8.151,0.0,0.106,0.0609,0.0816,0.1,0.294,80.015,4.0,205040.0,1,1,10969,3
0.647,0.514,8.0,-10.05,1.0,0.0593,0.0655,0.0,0.398,0.386,79.975,4.0,240693.0,0,1,10970,3
0.765,0.816,1.0,-3.99,1.0,0.0595,0.124,8.19e-05,0.197,0.624,89.005,4.0,212026.0,0,0,10971,3
0.741,0.582,8.0,-4.445,1.0,0.281,0.291,0.000101,0.152,0.713,186.096,4.0,272800.0,0,0,10972,3
0.856,0.618,7.0,-4.892,1.0,0.286,0.0303,0.0,0.0866,0.391,81.993,4.0,203200.0,0,1,10973,3
0.906,0.597,0.0,-2.566,1.0,0.0764,0.165,2.94e-06,0.0775,0.967,124.008,4.0,180500.0,0,0,10974,3
0.578,0.88,9.0,-5.113,1.0,0.0496,0.108,2.9e-06,0.114,0.719,175.983,4.0,218613.0,0,0,10975,3
0.353,0.373,2.0,-9.679,1.0,0.0408,0.78,2.69e-06,0.251,0.392,135.255,4.0,202920.0,0,0,10976,3
0.56,0.771,6.0,-6.631,1.0,0.0284,0.105,1.11e-06,0.833,0.658,90.009,4.0,150666.0,0,0,10977,3
0.71,0.522,11.0,-9.102,1.0,0.36,0.615,0.0,0.11,0.37,96.448,4.0,309327.0,1,0,10978,3
0.543,0.941,1.0,-4.036,1.0,0.0418,0.0184,0.0,0.11,0.752,145.135,4.0,224333.0,0,0,10979,3
0.798,0.625,4.0,-6.83,1.0,0.13,0.383,3.33e-05,0.125,0.774,92.994,4.0,129332.0,0,0,10980,3
0.836,0.621,1.0,-4.684,0.0,0.0894,0.389,9.16e-05,0.104,0.762,101.993,4.0,240081.0,1,0,10981,3
